userId,movieId,rating,timestamp
492,996,3.0,863976753
190,8970,3.0,1504310385
534,46578,2.5,1459788454
267,1210,5.0,959806709
202,3635,4.0,974918892
64,3300,4.0,1161565598
357,471,3.5,1348627082
354,50,4.5,1200869832
380,54272,4.0,1493423394
448,36401,3.0,1332087753
275,1198,4.0,1049077222
140,317,4.0,949667371
275,480,4.0,1049076170
573,5952,4.5,1248840084
75,1320,3.0,1158967195
317,8798,5.0,1430512256
542,2694,4.0,1163388817
286,1917,4.0,1119563447
109,366,3.0,841151436
534,93510,4.0,1459787998
599,46723,3.0,1498524115
610,122904,3.0,1493845981
367,1777,4.0,997812510
226,364,3.5,1095662658
177,5444,4.0,1435524887
376,648,5.0,1364994087
318,30812,3.5,1265574242
500,2671,1.0,1005528078
42,2702,4.0,996213977
400,1221,4.5,1498870513
89,3255,3.0,1520408490
387,4036,3.0,1152860925
19,736,2.0,965709785
288,1373,2.5,1088172808
481,1586,3.0,884773814
414,586,3.0,961439170
525,27611,4.0,1476476962
298,53993,0.5,1447599295
186,4995,3.0,1031072742
105,778,5.0,1447574041
162,266,4.0,836511289
408,96079,3.0,1472722374
249,2722,2.5,1440669164
274,1129,3.5,1172022548
230,1573,3.5,1196304895
170,587,4.0,840381068
605,1339,3.0,1277176652
599,1589,3.0,1498524100
64,5254,3.0,1161563848
265,230,4.0,965318594
92,51662,4.5,1294942835
169,4639,4.5,1059494223
330,253,4.5,1285905179
138,2002,3.0,1222675950
236,3052,5.0,943015062
247,32,3.0,1467661273
18,91658,3.5,1456770596
221,2921,4.0,1118246921
594,3,4.0,1108798921
288,2009,3.0,976139366
480,8865,4.0,1179165548
61,16,4.0,1145531659
432,2505,3.0,1315243261
221,1197,4.5,1118246789
409,2858,5.0,968978055
234,1359,4.0,1004409228
367,2355,5.0,997811890
418,1682,4.0,1461867953
249,1833,3.5,1353801483
104,532,3.0,1048587682
199,3186,2.5,1101533870
274,8373,3.0,1285027933
275,2700,4.0,1049078883
226,8807,4.0,1114842889
600,5135,1.0,1237851487
288,2571,3.0,975692000
509,93840,4.0,1435992560
57,107,3.0,965797786
414,349,3.0,961515808
37,1061,5.0,845927014
367,3435,4.0,997813382
19,3825,3.0,965702777
19,1441,3.0,965706438
408,122904,3.5,1489793600
509,2248,3.0,1436424399
448,8865,3.5,1095688150
82,4369,3.5,1084467358
91,374,1.0,1112716895
266,1772,1.0,944979968
428,2706,3.0,1111489691
325,380,2.0,1039396851
274,1199,3.0,1201902164
4,3408,4.0,986849238
63,367,4.0,1443201104
596,122882,5.0,1535708481
288,2064,3.5,1054568910
502,4034,4.5,1111757256
86,2628,3.5,1344082805
47,8464,3.0,1496206868
40,235,4.0,832059293
209,57669,4.5,1524606499
305,48516,4.5,1460135171
599,2353,2.5,1498516269
489,2124,2.5,1385824159
224,3361,4.0,971811933
313,3438,1.0,1030475485
43,454,4.0,848993769
274,1499,3.5,1171786182
292,2028,4.0,973817006
274,3424,3.5,1296946990
140,1961,4.0,942842394
313,4499,4.0,1030557427
381,62,4.5,1263494357
74,1217,4.0,1207501935
438,27808,4.0,1105649595
453,380,4.0,972622005
534,68157,4.0,1459787996
514,3552,4.0,1533872607
66,2716,3.5,1093747713
39,1219,5.0,974788126
162,534,5.0,836684340
292,2949,4.0,1332678642
266,1476,4.0,945669581
503,1221,4.0,1335219023
288,3034,3.0,978469358
213,4558,3.0,1316195073
432,35836,4.0,1335140178
509,46578,3.5,1435992406
116,1225,3.0,1337200139
313,380,5.0,1030556462
414,2692,5.0,961436997
82,5991,3.5,1084465059
294,432,1.0,966596672
62,77561,3.5,1521490357
157,1193,3.0,992479618
522,96610,3.5,1388124671
92,2087,4.5,1294941405
217,3255,3.0,955943825
581,2571,3.5,1447007088
274,1894,2.5,1171785472
610,69122,4.0,1493844961
408,8972,4.0,1467361272
51,610,4.0,1230932587
20,2005,5.0,1054038151
590,4816,2.5,1258417076
553,5989,5.0,1230773849
424,3821,1.0,1457846601
239,1917,4.0,1221158553
356,3831,4.5,1229140730
226,3264,3.0,1099625139
304,2019,4.0,889952810
579,1588,4.0,958880102
298,1690,2.0,1453033075
520,2423,5.0,1326611163
455,595,3.0,836435894
200,4993,4.0,1229886061
495,2335,3.0,1458636405
381,253,4.0,1171128038
68,27660,3.0,1158533270
462,4878,2.0,1137445400
156,3556,4.0,1106882173
288,1094,4.0,976121145
177,91500,4.5,1435524993
307,2054,1.5,1186161644
212,91529,3.5,1490114815
202,2421,3.0,975015669
601,115617,4.5,1521398264
501,661,1.0,844974390
64,32587,4.5,1161521307
610,33493,4.0,1479544547
298,6365,3.0,1447598136
601,67255,4.5,1521397883
247,2396,2.0,1467765274
249,7438,4.5,1517106774
539,419,2.0,1332474555
90,1411,5.0,856354329
91,172,4.5,1112713688
216,4025,2.0,982169965
113,1265,3.0,980051734
448,5,3.0,1019128415
125,97913,3.5,1474570322
123,296,4.0,1447291797
18,858,4.0,1455050024
437,1299,5.0,859721525
610,849,3.0,1479543092
608,3034,3.0,1117491337
274,410,2.5,1171934780
414,2541,2.0,961436617
352,30707,4.0,1493932060
286,1961,3.5,1119561962
42,4002,5.0,996258299
313,2053,1.0,1030475081
42,3,4.0,996221045
68,55118,5.0,1233381200
414,2447,4.0,961438662
109,300,3.0,841107487
361,2858,2.5,1204048178
169,231,4.5,1078284543
372,1249,4.0,874415865
232,8972,4.0,1110771457
420,923,3.5,1218041914
421,318,5.0,1311494696
480,6874,4.0,1179162511
572,802,3.0,945888431
231,1291,4.0,1433089455
312,2641,3.0,1043176840
93,2617,4.0,942946091
570,1961,3.5,1181477628
328,2087,3.0,1494211240
45,2087,4.0,1020802917
298,59725,0.5,1447517168
219,30825,1.5,1198814683
563,1035,5.0,1439932577
600,1288,4.5,1237850914
232,53894,4.0,1241823351
599,7387,4.5,1498539565
337,628,5.0,860255867
547,3039,4.0,942723549
279,780,4.0,1506394166
290,2788,4.0,974942559
166,54001,4.5,1188774138
483,2490,4.0,1327277910
453,4246,5.0,1005965973
129,1573,3.5,1167375444
566,587,3.0,849005614
288,54001,3.5,1187798858
160,733,1.0,971115213
282,3263,3.0,1378497851
382,58559,5.0,1515160622
412,858,5.0,939563056
102,474,4.0,835877535
448,1278,3.0,1113129256
226,3897,4.5,1114839811
252,78499,5.0,1498284330
73,8533,3.0,1464197274
122,104841,4.5,1461561466
113,4007,4.0,980051421
284,552,3.0,832699656
4,32,2.0,945173447
232,8361,3.5,1218166628
169,1967,3.5,1078285453
561,434,2.5,1491094563
305,16,4.5,1460136042
479,919,5.0,1039362544
305,593,5.0,1460135280
567,164179,4.0,1525284805
366,68157,4.5,1445546633
392,2423,2.0,1027524145
425,3948,3.5,1085490893
514,3016,3.0,1533874613
152,527,4.5,1450572434
607,296,3.0,963079311
343,3000,3.0,1202061324
354,2268,3.5,1200869880
170,590,4.0,840380828
465,593,5.0,959895941
381,1088,3.5,1168664508
561,457,4.0,1491092027
68,170,2.5,1261623628
63,924,3.5,1443199909
512,208,3.0,841449308
474,5377,5.0,1087831477
462,2019,3.5,1123891108
28,3156,2.5,1277002264
156,348,3.0,946799476
606,356,4.0,1171231370
195,1912,4.0,974709814
84,1172,4.0,858772439
474,904,4.0,983032310
41,2028,2.0,1459367469
234,2628,3.0,1004408301
200,913,4.0,1229876484
95,5015,4.5,1105400652
230,3996,2.5,1196304302
137,2959,3.0,1204859536
182,6188,3.0,1063274775
64,7004,3.0,1161565636
560,5952,4.0,1469647848
448,5502,2.5,1076235449
135,112,4.0,1009692910
437,1247,4.0,859721463
318,51412,3.5,1324060642
328,1391,4.5,1494212141
135,2762,3.0,1009691122
284,585,4.0,832786436
489,60684,4.0,1332774113
160,2470,2.0,971436749
380,3440,1.0,1494036147
560,30707,3.0,1469648588
7,30816,2.0,1107127004
434,6870,4.5,1270604146
309,3471,3.0,1086563208
368,185,2.0,971277008
474,1247,5.0,983032636
29,165,4.0,1362016840
448,428,3.0,1019137647
186,4310,3.0,1031073177
374,356,4.0,849089103
91,3147,2.5,1112713009
140,33493,4.0,1117729179
210,90866,4.5,1517149708
43,262,5.0,848994574
226,4369,2.5,1101596108
409,1307,4.0,968978986
425,2716,2.5,1085477634
387,4321,2.0,1095116778
94,185,2.0,843406732
429,592,5.0,828124615
8,317,3.0,839463644
226,4979,4.0,1096419913
483,673,2.5,1327277640
225,2797,5.0,949111389
260,5673,3.0,1109408531
181,218,3.0,845470481
480,33679,2.5,1179165348
68,3147,3.5,1158532167
91,3175,3.5,1112713784
95,3418,4.0,1048382977
202,1125,4.0,974924001
220,60069,5.0,1230055590
211,5418,4.0,1350912589
292,1036,4.0,990062271
561,48516,4.5,1491091045
308,3578,1.0,1421373818
198,1200,3.0,1039797013
223,2716,3.5,1226209651
484,3825,3.5,1342365814
505,71535,4.0,1298780088
64,7451,4.0,1161559814
604,592,4.0,832080778
483,880,2.5,1215896656
489,1917,3.5,1333101566
306,140110,3.0,1518380163
288,95,1.0,978466299
305,1203,5.0,1460135663
380,68237,5.0,1493423383
495,7254,5.0,1458635602
429,150,5.0,828124615
603,1320,4.0,963177853
30,95510,5.0,1500370369
452,3219,5.0,1019584596
563,52975,3.5,1447291848
350,1356,5.0,864941018
246,26776,5.0,1354134518
590,49278,3.0,1258427897
122,292,4.0,1461563011
292,91535,2.5,1360446246
203,296,5.0,1390095442
534,5218,2.5,1459792583
129,5010,4.5,1167377234
490,91077,3.5,1328145298
288,68954,4.5,1262706789
359,44555,4.0,1192742162
82,5349,1.5,1084463955
63,91529,5.0,1443199885
555,2539,4.0,978748680
497,2858,4.0,1429127731
428,2459,1.0,1111489596
201,589,5.0,941211417
304,1259,5.0,891172958
294,3397,4.0,966595915
268,2324,2.0,940266931
200,1653,4.0,1229886938
7,1183,1.5,1106712613
156,2944,3.0,946799127
319,122904,3.5,1461352191
19,911,3.0,965705725
381,45186,3.0,1164383055
354,260,4.0,1200870112
84,1101,4.0,858772292
438,3114,4.5,1105649521
352,1641,3.5,1493673615
474,5418,3.5,1089387181
337,14,3.0,860255866
476,474,4.0,835022054
62,68319,3.5,1525125403
328,1013,2.0,1494211147
509,94777,3.0,1435996003
292,78499,4.0,1293562161
387,1223,4.0,1094942143
474,3681,3.5,1114700924
429,164,3.0,828124762
51,468,4.5,1230929787
426,72641,5.0,1451080601
183,1387,5.0,992331493
559,508,4.0,845476056
562,2396,4.5,1368897359
561,364,4.0,1491091015
62,103341,4.0,1522190324
204,293,4.5,1327183178
84,902,4.0,858772779
415,1252,4.5,1382470024
400,1193,4.5,1498870428
552,1912,4.0,1111473257
511,356,4.5,1450094222
18,6365,3.5,1455750315
274,3740,3.5,1171495468
448,111113,3.5,1421005442
593,34162,2.0,1181008388
234,4226,4.0,1004407486
139,33615,2.5,1453924842
438,8865,2.0,1105654667
428,2028,3.5,1111524302
448,4148,3.0,1040065117
606,1918,0.5,1171229121
249,36529,3.5,1347317694
596,1214,4.0,1535709656
453,1552,3.0,972622102
605,595,4.0,1277097352
249,4025,3.0,1355366751
387,1552,2.5,1117431086
601,1,4.0,1521467801
169,5943,4.0,1059494227
219,2701,2.0,1194680675
414,6552,3.5,1082914105
448,1729,4.0,1019132386
216,471,3.0,975212641
188,2243,4.0,962559831
414,316,3.0,961515271
580,485,2.5,1167673481
68,8371,2.5,1158535610
477,2072,3.5,1200944149
232,57368,2.5,1206991174
166,7143,4.5,1190828657
608,4025,2.5,1117408557
216,2321,2.0,975212750
339,5679,3.5,1460184485
318,1732,4.0,1240164117
377,926,4.5,1340343456
554,1032,4.0,944900489
599,89904,2.5,1498532634
224,593,4.0,971812319
111,6564,3.5,1516141271
600,1265,4.0,1237858421
140,296,4.0,942843185
351,2762,4.0,1325979560
63,586,2.5,1443201188
100,235,1.0,1100183797
105,40629,3.5,1446750684
57,1912,2.0,969754290
361,1732,1.5,1204045847
288,4874,4.0,1034954094
193,97938,4.0,1435857055
462,223,4.0,1154037292
525,69844,4.0,1476479562
288,5528,4.0,1057599241
424,223,3.5,1457844055
410,2289,5.0,990909751
331,39183,2.5,1537158260
290,1225,5.0,975030982
182,215,4.0,1055157049
137,1953,4.0,1204863762
18,3785,2.0,1455231603
274,31685,3.5,1171410749
590,356,5.0,1258416659
288,1515,2.0,976124794
493,3996,5.0,1001562662
421,1247,5.0,1311494617
32,1429,4.0,856736579
160,3081,5.0,976797151
134,1,3.0,832841103
294,3362,3.0,966597448
376,150,5.0,1364933598
133,524,3.0,843491580
313,3471,1.0,1030474666
597,1079,5.0,941641110
42,1197,5.0,996258052
43,356,5.0,848993693
140,3101,4.0,967048994
91,2598,3.0,1112716738
331,3578,4.5,1537157651
391,1097,5.0,1030824424
599,2622,2.0,1519234418
325,2991,3.0,1039398689
387,1735,2.5,1095121732
34,3624,4.0,1166464079
41,58998,4.0,1459367515
44,1429,5.0,869252417
514,6787,4.0,1534048162
33,1777,4.0,939719185
68,48385,1.0,1180915869
166,367,3.5,1189037900
603,290,4.0,953925049
411,237,3.0,835532614
307,1967,4.0,1187191575
414,2300,4.0,961595311
219,608,3.0,1200977881
23,1952,3.0,1107341802
604,208,3.0,832079869
51,2420,3.0,1230932245
199,1206,4.0,940381382
368,3441,3.0,971275093
328,1288,3.0,1494211920
474,4975,3.0,1061160975
73,54503,1.5,1464196864
606,198,4.0,1171756497
80,1258,4.0,1377473798
332,1584,4.0,1352673429
232,3977,3.0,1192670361
15,527,5.0,1510571982
119,103335,5.0,1436008297
432,74458,4.5,1315244366
84,647,4.0,858771233
586,91630,4.0,1529899540
297,377,2.0,900872213
599,2100,2.5,1498515759
318,80906,4.0,1332020609
283,2082,3.0,901228470
226,1721,1.5,1114838120
179,329,3.0,840907462
33,1188,4.0,939647873
608,2117,4.5,1117162185
219,6548,4.0,1195700672
352,50,5.0,1493931911
42,2081,5.0,996258536
117,5,3.0,844163754
465,5060,5.0,959896514
587,2247,3.0,953139541
414,1299,5.0,991144157
465,2527,4.0,959896237
313,3703,5.0,1030475189
608,6863,4.5,1117408476
318,46578,4.5,1272912553
428,6957,4.0,1111523815
353,355,2.0,831940569
385,1297,4.0,865026031
249,87520,3.0,1353801217
577,780,3.0,945966506
375,1923,4.5,1225314346
307,788,2.0,1186161496
474,1104,4.0,983032344
517,277,5.0,1487955694
414,1378,4.0,961513576
560,62849,3.5,1469654837
290,3089,5.0,974938065
65,527,4.0,1494767109
543,5225,2.0,1377457889
29,1198,4.5,1307906966
448,1288,5.0,1019127258
453,648,3.0,972621962
177,4388,2.5,1435525008
249,6934,3.5,1415415301
425,1527,4.5,1106483398
397,44555,4.0,1181967240
532,4262,4.0,1025523292
280,8638,4.5,1348534032
210,6539,4.5,1527266242
201,1569,4.0,939226522
198,1580,4.0,1034135628
100,934,4.5,1100186407
365,71535,3.5,1488332647
404,273,3.0,838376221
570,2640,3.0,1181478347
608,3751,2.0,1117408251
298,3688,1.5,1466277401
40,337,5.0,832059189
182,3783,4.5,1127208656
201,592,3.0,939226657
357,49272,3.5,1348610237
448,520,3.0,1019128680
140,95,2.5,1085569725
391,2076,4.0,1030824794
606,2245,4.0,1171580299
222,36517,2.5,1391374003
448,47,4.0,1019132386
219,45186,4.0,1195334954
166,46578,4.0,1189038698
160,2118,5.0,971113741
393,36517,5.0,1430506273
57,707,2.0,972175326
603,509,5.0,954482471
570,2028,4.0,1181477215
597,2313,4.0,940362281
253,965,3.5,1286642850
15,97938,4.0,1510572473
610,37733,4.0,1493845278
608,3269,2.0,1117507202
140,595,5.0,942840991
73,80463,4.0,1464199412
53,381,5.0,1237748115
23,3424,3.0,1107341807
7,3578,1.5,1106636534
91,1127,4.0,1112712344
552,4007,3.0,1112151318
171,761,5.0,866904301
288,661,3.5,1054568916
474,6385,5.0,1071066753
474,6979,4.0,1070286810
95,5507,3.0,1043339908
600,2581,1.5,1237715269
493,2353,3.0,1001562846
299,3499,5.0,974620418
356,1246,5.0,1229143549
132,1,2.0,1157921785
555,2247,3.0,978822249
469,3809,4.0,965336302
149,1527,4.0,902084909
298,4027,3.5,1447598117
322,50,4.0,1217675827
484,39446,3.0,1342365573
498,153,3.0,839196963
608,10,4.0,1117408486
59,2427,5.0,953609057
266,1617,4.0,948587585
446,21,3.0,843839290
37,590,4.0,845239388
294,455,1.0,966634305
596,4896,3.5,1535708342
307,5679,2.0,1186162561
64,4128,5.0,1161559899
21,115149,3.5,1452052151
226,1367,3.0,1096420793
396,1625,3.5,1111688470
352,2712,5.0,1493673604
599,3948,2.5,1498513984
352,37729,4.0,1493674363
290,1250,5.0,974938755
63,3996,4.0,1443199984
387,1304,3.5,1094849150
124,3252,4.5,1336409712
103,55247,5.0,1431969406
463,2028,4.5,1145460281
489,783,3.5,1334588026
279,33794,4.0,1506394446
157,2490,4.0,992480013
232,7143,3.0,1108256050
181,592,2.0,845469279
500,4161,4.0,1005527682
307,434,1.0,1227538408
182,3267,3.5,1055167590
186,4366,3.0,1031087604
177,1073,5.0,1435533672
57,762,2.0,965797815
52,69122,5.0,1468051452
298,4014,2.5,1447598186
256,81229,4.0,1446581182
391,2580,4.0,1030825163
40,266,4.0,832059080
51,339,4.0,1230929304
62,55820,5.0,1521489268
573,67087,4.0,1299222397
565,165,3.0,846533245
96,2054,2.0,964773714
341,69122,2.5,1522174598
23,7099,4.0,1107163471
112,788,1.5,1513989994
317,1258,5.0,1430517217
380,2053,3.0,1494035965
132,6323,3.0,1157924990
300,112552,4.5,1425351519
64,5952,4.5,1161519958
31,1196,4.0,850467408
606,2951,4.0,1171311449
489,1527,4.5,1332772549
288,7143,4.0,1087924449
438,112,3.5,1105649510
415,593,5.0,1382470033
555,1088,4.0,978822670
544,62,5.0,850688537
484,3697,2.0,1342227736
177,239,3.0,1435536282
82,2001,4.5,1084463768
475,5459,4.5,1498029909
370,7153,4.5,1159161761
517,2046,0.5,1487956163
68,3668,3.5,1269123380
115,2792,5.0,944950887
305,134853,2.0,1460134155
82,1721,2.5,1084464232
387,55290,4.0,1204968246
462,1270,1.5,1154037729
37,356,4.0,845239483
387,1243,3.0,1182720273
177,1260,2.0,1435535946
424,54503,4.0,1457844035
57,272,3.0,972172467
449,1917,1.5,1053198922
249,27801,4.0,1415415796
434,858,5.0,1270603341
610,912,3.5,1493850323
232,64614,4.5,1234142283
564,8528,4.0,1481817566
599,1753,2.5,1498516497
195,5010,3.0,1011849737
480,2701,1.5,1179178697
